Item ,Sim-Plaqueta,Não-Plaqueta,TOMBO,DESCRIÇÃO,Nº DE SÉRIE,UNIDADE ADMINISTRATIVA,DEPARTAMENTO,SALA,LOCALIZADO,Estado de Conservação,,,,Classificação,,,,,
11629,X,,44037,"CPU WIN 7,PROFESSIONAL X64,TECLADO E MOUSE/ITAUTEC/INFOWAY ST-4272",4006234000258,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,IDENTIFICAÇÃO,,,,,X,,X,,,,,
11850,X,,36202,CPU/ITAUTEC/INFOWAY ST 4271,4003504700074,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,IDENTIFICAÇÃO,,,,,X,,X,,,,,
13137,X,,25823,ESTACAO DE TRABALHO C/01 MODULO OPERACIONAL//,000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,IDENTIFICAÇÃO,,,,X,,,X,,,,,
13138,X,,25824,ESTACAO DE TRABALHO C/01 MODULO OPERACIONAL//,000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,IDENTIFICAÇÃO,,,,X,,,X,,,,,
14759,X,,10190,ESTOJO PARA COLETA DE IMPRESSAO DIGITAL//,000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,IDENTIFICAÇÃO,,,,,X,,X,,,,,
18883,,X,26036,MESA RETANGULAR MED.1500X600X740MM//,000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,IDENTIFICAÇÃO,,,,,X,,X,,,,,
18885,X,,26038,MESA RETANGULAR MED.1500X600X740MM//,000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,IDENTIFICAÇÃO,,,,X,,,X,,,,,
20065,X,,43654,MONITOR DE VIDEO LCD/ITAUTEC/E-2241,4700235001249,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,IDENTIFICAÇÃO,,,,,X,,X,,,,,
20558,X,,36101,MONITOR DE VIDEO LCD/ITAUTEC/W1942PEU,2047806,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,IDENTIFICAÇÃO,,,,,X,,X,,,,,
23054,X,,49543,NOTEBOOK - CORE 15 3230M /3 GERACAO/MEM.6GB/HD 500GB/TELA 14/BLUE/LENOVO/B490,PEVX572,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,IDENTIFICAÇÃO,,,,,X,,X,,,,,
1673,X,,40838,"ARMARIO ALTO,02 PORTAS,MED.900X1600X500MM/ARTILINE/",000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,RECEPÇÃO,,,,X,,,X,,,,,
2595,X,,40887,"ARMARIO TIPO ESTANTE,C/02 PORTAS BAIXAS,PARTE SUPERIOR ABERTA/ARTILINE/MED.900X1600X500MM",000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,RECEPÇÃO,,,,X,,,X,,,,,
3196,X,,1081,ARQUIVO DE ACO  C/ 04 GAV. NA COR CINZA//,000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,RECEPÇÃO,,,,X,,,X,,,,,
3233,X,,12731,ARQUIVO DE ACO  COM 02 GAVETAS//,000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,RECEPÇÃO,,,,X,,,X,,,,,
3857,X,,40952,"ARQUIVO,C/04 GAVETAS E NICHO NA PARTE SUPERIOR MED.480X1600X500MM/ARTILINE/MED.480X1600X500MM",000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,RECEPÇÃO,,,,X,,,X,,,,,
6996,X,,24481,"CADEIRA FIXA DE APROXIMACAO,COR AZUL,C/BRACOS/FLEXFORM/",000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,RECEPÇÃO,,,,X,,,X,,,,,
8893,X,,45925,CADEIRA GIRATÓRIA SECRETÁRIA 3004 BG INJ. AZUL MARINHO CAVALETTI /CAVALETTI/,000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,RECEPÇÃO,,,,X,,,X,,,,,
8994,X,,41440,"CADEIRA GIRATORIA TIPO OPERACIONAL,ESPALDAR ALTO,COR AZUL/FLEXFORM/",000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,RECEPÇÃO,,,,X,,,X,,,,,
9001,X,,41441,"CADEIRA GIRATORIA TIPO OPERACIONAL,ESPALDAR ALTO,COR AZUL/FLEXFROM/",000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,RECEPÇÃO,,,,X,,,X,,,,,
9292,X,,24888,CADEIRA GIRATORIA/FLEXFORM/DIGITADOR,000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,RECEPÇÃO,,,,X,,,X,,,,,
12309,X,,43475,CPU/ITAUTEC/INFOWAY ST-4272,4005949000150,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,RECEPÇÃO,,,,X,,,X,,,,,
12955,X,,46009,ESTAÇÃO DE TRABALHO 02 LUGARES MAPLE DALPRA OF1414 MA/MAPLE//OF1414,000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,RECEPÇÃO,,,,X,,,X,,,,,
13069,X,,26223,ESTACAO DE TRABALHO C/01 MODULO OPERACIONAL MED.1500X2100X600X600//,000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,RECEPÇÃO,,,,X,,,X,,,,,
15308,X,,682,"GAVETEIRO EM MADEIRA P/C.P.U,COR MARFIM//",000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,RECEPÇÃO,,,,X,,,X,,,,,
16379,X,,37122,IMPRESSORA P/COMPUTADOR LASER MONOCROMATICA/HP/P4015N,BRDY936346,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,RECEPÇÃO,,,,X,,,X,,,,,
17395,X,,41451,LONGARINA/FLEXFORM/,000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,RECEPÇÃO,,,,X,,,X,,,,,
18884,X,,26037,MESA RETANGULAR MED.1500X600X740MM//,000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,RECEPÇÃO,,,,X,,,X,,,,,
20067,X,,43781,MONITOR DE VIDEO LCD/ITAUTEC/E-2241,4700235001761,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,RECEPÇÃO,,,,X,,,X,,,,,
21116,X,,49369,MONITOR/LENOVO/,VB26375,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,RECEPÇÃO,,,,X,,,X,,,,,
25895,X,,35072,SCANNER DE MESA ALIMENTACAO AUTOMATICA/FUJITSU/F1-640,027688,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,RECEPÇÃO,,,,X,,,X,,,,,
6989,X,,24401,"CADEIRA FIXA DE APROXIMACAO,COR AZUL,C/BRACOS/FLEXFORM/",000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SALA DE ATENDIMENTO DA POLICIA MILITAR,,,,,X,,,X,X,,,
6999,,X,24490,"CADEIRA FIXA DE APROXIMACAO,COR AZUL,C/BRACOS/FLEXFORM/",000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SALA DE ATENDIMENTO DA POLICIA MILITAR,,,,,X,,,X,X,,,
8896,X,,45928,CADEIRA GIRATÓRIA SECRETÁRIA 3004 BG INJ. AZUL MARINHO CAVALETTI /CAVALETTI/,000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SALA DE ATENDIMENTO DA POLICIA MILITAR,,,,,X,,,X,X,,,
18886,,X,26122,MESA RETANGULAR MED.1500X600X740MM//,000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SALA DE ATENDIMENTO DA POLICIA MILITAR,,,,,X,,,X,X,,,
19445,X,,50225,MONITOR DE VIDEO - LCD - LED 20 POLEGADAS PRETO/LG/E2011P,309SPKN2A269,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SALA DE ATENDIMENTO DA POLICIA MILITAR,,,,,X,,,X,X,,,
21110,X,,49361,MONITOR/LENOVO/,VB22877,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SALA DE ATENDIMENTO DA POLICIA MILITAR,,,,,X,,,X,X,,,
975,,X,15172,"APARELHO G.P.S CAMERA 3.2 MP,GEOREFERENCIA AUTOMATICA,BUSSOLA ELE/GARMIN/OREGON-550",1MW113116,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
976,,X,15173,"APARELHO G.P.S CAMERA 3.2 MP,GEOREFERENCIA AUTOMATICA,BUSSOLA ELE/GARMIN/OREGON-550",1MW105897,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
978,,X,15184,"APARELHO G.P.S CAMERA 3.2 MP,GEOREFERENCIA AUTOMATICA,BUSSOLA ELE/GARMIN/OREGON-550",1MW113129,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
1125,X,,47109,AR CONDICIONADO 12.000 BTUS (EVAPORADORA)/LG/SPLIT 12.000 BTUS,302AZVN7W015,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
1126,X,,47110,AR CONDICIONADO 12.000 BTUS (EVAPORADORA)/LG/SPLIT 12.000 BTUS,302AZTH7Y889,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
2284,X,,9553,"ARMARIO EM ACO TIPO GUARDA-ROUPA COM 02 PORTAS E 04 PRATELEIRAS, //",000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
2432,X,,26274,ARMARIO MEDIO ESTRUTURALTIPO ESTANTE MED.800X500X600X1060MM//,000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
2681,X,,40134,ARMARIO/AMAPA/,000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
3195,X,,4994,ARQUIVO DE ACO  04 GAVETAS NA COR CINZA//,000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
6997,X,,24482,"CADEIRA FIXA DE APROXIMACAO,COR AZUL,C/BRACOS/FLEXFORM/",000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
8180,X,,24693,"CADEIRA GIRATORIA AUTO REGULAVEL,COR AZUL,C/BRACOS/FLEXFORM/DIGITADOR",000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
8898,X,,45930,CADEIRA GIRATÓRIA SECRETÁRIA 3004 BG INJ. AZUL MARINHO CAVALETTI /CAVALETTI/,000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
8900,X,,45933,CADEIRA GIRATÓRIA SECRETÁRIA 3004 BG INJ. AZUL MARINHO CAVALETTI /CAVALETTI/,000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
8902,X,,45936,CADEIRA GIRATÓRIA SECRETÁRIA 3004 BG INJ. AZUL MARINHO CAVALETTI /CAVALETTI/,000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
8904,X,,45938,CADEIRA GIRATÓRIA SECRETÁRIA 3004 BG INJ. AZUL MARINHO CAVALETTI /CAVALETTI/,000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
9043,X,,24807,"CADEIRA GIRATORIA,DIGITADOR,AUTO REGULAVEL,COR AZUL,C/BRACOS/FLEXFORM/DIGITADOR",000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
9044,X,,24830,"CADEIRA GIRATORIA,DIGITADOR,AUTO REGULAVEL,COR AZUL,C/BRACOS/FLEXFORM/DIGITADOR",000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
9051,,X,24901,"CADEIRA GIRATORIA,DIGITADOR,AUTO REGULAVEL,COR AZUL,C/BRACOS/FLEXFORM/DIGITADOR",000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
9291,X,,24874,CADEIRA GIRATORIA/FLEXFORM/DIGITADOR,000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
10741,X,,46647,COFRE ELETRONICO PARA ARMAMENTO/IDEAL COFRES/,000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
10750,X,,48756,"COFRE ELETRONICO PARA GUARDA DE ARMAMENTO,PAINEL DE ACO,SENHA DE /COFRE DO BRASIL/TS 40 ID",SA201325202,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
10751,X,,48761,"COFRE ELETRONICO PARA GUARDA DE ARMAMENTO,PAINEL DE ACO,SENHA DE /COFRE DO BRASIL/TS 40 ID",SA201325211,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
10799,X,,42877,"COFRE PARA ARMA,EM ACO NA COR BEGE,01 PRATELEIRA/FORT SAFE/CA-153",047656,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
11851,X,,36224,CPU/ITAUTEC/INFOWAY ST 4271,4003504600054,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
11852,X,,36230,CPU/ITAUTEC/INFOWAY ST 4271,4003504600034,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
12310,X,,43503,CPU/ITAUTEC/INFOWAY ST-4272,4005949100053,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
12636,X,,49221,CPU/LENOVO/,153484HUPPEAP054  ,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
12641,X,,49229,CPU/LENOVO/,153484HUPPEAP028  ,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
13027,X,,25813,ESTACAO DE TRABALHO C/01 MODULO OPERACIONAL MED.1500X1500X600X600//,000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
13028,X,,25814,ESTACAO DE TRABALHO C/01 MODULO OPERACIONAL MED.1500X1500X600X600//,000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
16132,X,,46706,GPS GARMIN NUVI 1300/GARMIN/NUVI 1300,000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
17923,X,,46072,MESA DE REUNIÃO REDONDA LG1200MRD DALPRA CINZA//,000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
18280,X,,14689,MESA EM MADEIRA PARA DATILOGRAFO//,000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
19692,X,,36121,"MONITOR DE VIDEO LCD 19,INFOWAY ST,COR PRETA/ITAUTEC/W1942PEU",2048085,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
19693,X,,36331,"MONITOR DE VIDEO LCD 19,INFOWAY ST,COR PRETA/ITAUTEC/W1942PEU",2047765,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
20068,X,,44178,MONITOR DE VIDEO LCD/ITAUTEC/E-2241,4700235001152,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
20070,X,,44266,MONITOR DE VIDEO LCD/ITAUTEC/E-2241,4700235001372,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
21111,X,,49362,MONITOR/LENOVO/,VB22399,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
21119,X,,49374,MONITOR/LENOVO/,VB22222,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
21282,X,,47513,"MULTIFUNCIONAL,SCANNER,FAX,IMPRESSORA OFFICEJET PRO 8600 HP/HP/OFFICE PRO 8600",000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
23050,X,,49485,NOTEBOOK - CORE 15 3230M /3 GERACAO/MEM.6GB/HD 500GB/TELA 14/BLUE/LENOVO/B490,PEVX608,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
24614,X,,5607,"RACK DE DISTRIBUICAO DE PISO 19\"" 25UX770X718-GARRA, TIPO I//",000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
24905,X,,8793,"RADIO TRANSCEPTOR MOVEL 16 CANAIS,BAT. RESERVA,CLIP,CARREGADOR,AN/MOTOROLA/EP-450",018NJS0387,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
24990,,X,8843,RADIO TRANSCEPTOR MOVEL/MOTOROLA/EP-450,018NJS038B,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
24992,X,,8924,RADIO TRANSCEPTOR MOVEL/MOTOROLA/EP-450,018NJS0321,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
25611,,X,10339,RADIO TRANSCEPTOR/MOTOROLA/PRO5150,672NKG0005,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
25612,,X,10355,RADIO TRANSCEPTOR/MOTOROLA/PRO5150,672NKG0075,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
25613,,X,10409,RADIO TRANSCEPTOR/MOTOROLA/PRO5150,672NKG009M,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
25778,X,,47516,REFRIGERADOR FROST FREE DUPLEX 345L BRANCO CONSUL/CONSUL/CRM37EB 110V,000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
26755,X,,54756,SWITCH,,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
26901,X,,48809,TABLET  IPAD4  64 GB 9.7/APPLE/IPAD4 - MD515E,DMPJWDC9F187,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
27010,X,,47816,TELEFONE SEM FIO COM IDENTIFICADOR DE CHAMADAS/INTELBRAS/,H8ZB1304551WI,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
1284,X,,48123,AR CONDICIONADO SPLIT DE 22000 BTUS/EVAP.1413B65606/COND.14133B57/CARRIER/,000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,TERMO CIRCUNSTANCIADO,,,,X,,,X,,,,,
1672,X,,40837,"ARMARIO ALTO,02 PORTAS,MED.900X1600X500MM/ARTILINE/",000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,TERMO CIRCUNSTANCIADO,,,,X,,,X,,,,,
2421,X,,26304,ARMARIO MEDIO ESTRUTURAL TIPO ESTANTE MED.800X500X600X1060MM//,000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,TERMO CIRCUNSTANCIADO,,,,X,,,X,,,,,
3232,X,,12729,ARQUIVO DE ACO  COM 02 GAVETAS//,000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,TERMO CIRCUNSTANCIADO,,,,,X,,X,,,,,
3260,X,,9571,"ARQUIVO DE ACO  COM 07 GAVETAS DUPLAS P/ FICHAS 5X8, MOD. D-7//",000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,TERMO CIRCUNSTANCIADO,,,,,X,,X,,,,,
4196,X,,7296,BEBEDOURO ELETRICO P/GARRAFAO EM ACO GALVANIZADO NA COR BRANCA/ESMALTEC/COLUNA,07081631015114,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,TERMO CIRCUNSTANCIADO,,,,,X,,X,,,,,
5920,X,,855,"CADEIRA ESTOFADA FIXA P/INTERLOCUTOR,EM TECIDO NA COR AZUL/METALFRIZZO/",000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,TERMO CIRCUNSTANCIADO,,,,,X,,X,,,,,
5921,X,,861,"CADEIRA ESTOFADA FIXA P/INTERLOCUTOR,EM TECIDO NA COR AZUL/METALFRIZZO/",000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,TERMO CIRCUNSTANCIADO,,,,,X,,X,,,,,
5922,X,,862,"CADEIRA ESTOFADA FIXA P/INTERLOCUTOR,EM TECIDO NA COR AZUL/METALFRIZZO/",000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,TERMO CIRCUNSTANCIADO,,,,,X,,X,,,,,
6985,X,,24234,"CADEIRA FIXA DE APROXIMACAO,COR AZUL,C/BRACOS/FLEXFORM/",000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,TERMO CIRCUNSTANCIADO,,,,X,,,X,,,,,
7181,X,,24433,"CADEIRA FIXA DE APROXIMACAO,COR,AZUL,C/BRACOS/FLEXFORM/",000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,TERMO CIRCUNSTANCIADO,,,,X,,,X,,,,,
8254,,X,41313,"CADEIRA GIRATORIA C/BRACOS,COR AZUL/FLEXFORM/",000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,TERMO CIRCUNSTANCIADO,,,,X,,,X,,,,,
9037,X,,24654,"CADEIRA GIRATORIA,DIGITADOR,AUTO REGULAVEL,COR AZUL,C/BRACOS/FLEXFORM/DIGITADOR",000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,TERMO CIRCUNSTANCIADO,,,,X,,,X,,,,,
9046,X,,24833,"CADEIRA GIRATORIA,DIGITADOR,AUTO REGULAVEL,COR AZUL,C/BRACOS/FLEXFORM/DIGITADOR",000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,TERMO CIRCUNSTANCIADO,,,,X,,,X,,,,,
9047,X,,24834,"CADEIRA GIRATORIA,DIGITADOR,AUTO REGULAVEL,COR AZUL,C/BRACOS/FLEXFORM/DIGITADOR",000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,TERMO CIRCUNSTANCIADO,,,,X,,,X,,,,,
9049,X,,24865,"CADEIRA GIRATORIA,DIGITADOR,AUTO REGULAVEL,COR AZUL,C/BRACOS/FLEXFORM/DIGITADOR",000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,TERMO CIRCUNSTANCIADO,,,,X,,,X,,,,,
11849,X,,36144,CPU/ITAUTEC/INFOWAY ST 4271,4003504600221,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,TERMO CIRCUNSTANCIADO,,,,X,,,X,,,,,
12030,X,,36160,CPU/ITAUTEC/INFOWAY ST 4271,4003504600030,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,TERMO CIRCUNSTANCIADO,,,,,,X,,X,,,,X
12306,X,,42973,CPU/ITAUTEC/INFOWAY ST-4272,4005949100227,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,TERMO CIRCUNSTANCIADO,,,,X,,,X,,,,,
12308,X,,43401,CPU/ITAUTEC/INFOWAY ST-4272,4005949000373,nova mamore- unisp,cartorio ii,VIDEO CONFERÊNCIA,sim,,X,,,X,,,,,
12948,X,,46001,ESTAÇÃO DE TRABALHO 02 LUGARES MAPLE DALPRA OF1414 MA/MAPLE//OF1414,000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,TERMO CIRCUNSTANCIADO,,,,X,,,X,,,,,
12950,X,,46004,ESTAÇÃO DE TRABALHO 02 LUGARES MAPLE DALPRA OF1414 MA/MAPLE//OF1414,000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,TERMO CIRCUNSTANCIADO,,,,X,,,X,,,,,
12951,X,,46005,ESTAÇÃO DE TRABALHO 02 LUGARES MAPLE DALPRA OF1414 MA/MAPLE//OF1414,000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,TERMO CIRCUNSTANCIADO,,,,X,,,X,,,,,
15743,X,,39371,"GAVETEIRO VOLANTE,C/03 GAVETAS,MED.430X650X430MM/ARTILINE/",000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,TERMO CIRCUNSTANCIADO,,,,X,,,X,,,,,
15744,X,,39372,"GAVETEIRO VOLANTE,C/03 GAVETAS,MED.430X650X430MM/ARTILINE/",000000,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,TERMO CIRCUNSTANCIADO,,,,X,,,X,,,,,
16297,X,,54091,IMPRESSORA LEXMARK,,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,TERMO CIRCUNSTANCIADO,,,,X,,,X,,,,,
20069,X,,44187,MONITOR DE VIDEO LCD/ITAUTEC/E-2241,4700235001064,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,TERMO CIRCUNSTANCIADO,,,,X,,,X,,,,,
20559,X,,36127,MONITOR DE VIDEO LCD/ITAUTEC/W1942PEU,2047783,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,TERMO CIRCUNSTANCIADO,,,,X,,,X,,,,,
20779,X,,36109,MONITOR DE VIDEO LCD/ITAUTEC/W1942PEU,2048069,GUAJARA MIRIM- DELEGACIA REGIONAL DE POLICIA CIVIL,TERMO CIRCUNSTANCIADO,,,,,,X,,X,,,,X
